rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2sf18cEv463VgqmdjDsFpw","Yuuri","ベテルギウス","Sony Music Labels Inc.",1,2,4,"1480240"
2,"spotify:track:7dH0dpi751EoguDDg3xx6J","Yuuri","ドライフラワー","Sony Music Labels Inc.",1,1,57,"1444196"
3,"spotify:track:2PFzK3kMDDYKhGnugvNYf1","Macaroni Empitsu","なんでもないよ、","Toy's Factory",3,8,4,"1371744"
4,"spotify:track:2bgTY4UwhfBYhGT4HUYStN","BTS","Butter","BIGHIT MUSIC",1,4,28,"1340107"
5,"spotify:track:3mRNkUTu4ItqQ6GXy7L7KF","Hikaru Utada","君に夢中","Sony Music Labels Inc.",5,-1,1,"1335547"
6,"spotify:track:5m1i6hq7dmRlp3c1utE48L","back number","水平線","Universal Music LLC",1,3,16,"1321237"
7,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",1,7,67,"1217635"
8,"spotify:track:5eXBXreN3d1zdj6Sa8dS0u","BTS","Permission to Dance","BIGHIT MUSIC",1,6,21,"1198782"
9,"spotify:track:6wDntdm888mDo458RaYjGl","Official HIGE DANdism","Cry Baby","IRORI Records",4,5,30,"1180751"
10,"spotify:track:4xk70Qur2QeRmWIzWPC63V","Vaundy","踊り子","SDR Inc.",10,13,2,"1152318"
11,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",7,9,21,"1097964"
12,"spotify:track:3ciqhcLmXP4hVGBD98QlEj","Fujii Kaze","きらり","Universal Music LLC",4,10,31,"1092662"
13,"spotify:track:6MCjmGYlw6mQVWRFVgBRvB","YOASOBI","夜に駆ける","YOASOBI",1,12,90,"1087606"
14,"spotify:track:6VwpOZpqx8IqoF201VGAp8","Yuuri","シャッター","Sony Music Labels Inc.",11,11,21,"1077041"
15,"spotify:track:1zd35Y44Blc1CwwVbW3Qnk","YOASOBI","群青","YOASOBI",6,15,66,"1043347"
16,"spotify:track:6cvKfEw8rDcmXBslqSEC9G","Aimyon","ハート","WM Japan",16,50,6,"1037020"
17,"spotify:track:0XZyF9lv6diMt4bxThOL0h","Awesome City Club","勿忘","cutting edge",4,14,44,"1029262"
18,"spotify:track:2vjY3jGKElvqXoaGNEuYef","YOASOBI","怪物","YOASOBI",4,17,47,"1020432"
19,"spotify:track:6Yv0xoR37tcxzvey8ybW5l","NiziU","Chopstick","Sony Music Labels Inc.",19,19,3,"995713"
20,"spotify:track:6qn31XzTa6YKXs5FZpAPgP","Chippoke Ohashi","常緑","TRIAD/Nippon Columbia Co., Ltd.",20,46,4,"989514"
21,"spotify:track:0FOVGBW0RpVRuDuUuN4ZVw","MAISONdes, 和ぬか, asmi","ヨワネハキ","Sony Music Labels Inc.",10,16,18,"953964"
22,"spotify:track:2IL2asrtx7XM1y8fu2RMnR","Da-iCE","CITRUS","avex trax",15,18,49,"946308"
23,"spotify:track:6tkSMR8bEIfEcJn7ybJtSP","HENTAI SHINSHI CLUB","YOKAZE","TOY'S FACTORY",15,20,53,"943242"
24,"spotify:track:1qE8DOtw7zdXHMgZm20eLM","TWICE","The Feels","WM Japan",10,21,9,"930196"
25,"spotify:track:7z6qHGEKxRtwtYym2epV7l","Ado","踊","Universal Music LLC",10,23,32,"880813"
26,"spotify:track:3oQaOjaIYPsnJbGNzXcIID","King Gnu","BOY","Sony Music Labels Inc.",15,25,7,"871463"
27,"spotify:track:2F9iSs6DypVQu26t5uaeFM","YOASOBI","三原色","YOASOBI",5,26,22,"867203"
28,"spotify:track:3PK5ERLCyMuQ5Cb89GbZVL","Takaya Kawasaki","魔法の絨毯","Warner Music D.N.A.",13,24,63,"861379"
29,"spotify:track:3mSqtn05vfpqAMpFTLsxpi","Yoru no Hitowarai","ミライチズ","夜のひと笑い",16,22,14,"860532"
30,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",9,27,10,"831675"
31,"spotify:track:7DyS11kB1YNrfDzQqtjmTh","HIRAIDAI","Stand by me, Stand by you.","avex trax",4,29,64,"800062"
32,"spotify:track:1sIIlVrnPhrvmTrHtzM7tV","Mrs. GREEN APPLE, Sonoko Inoue","点描の唄","Universal Music LLC",19,30,133,"797202"
33,"spotify:track:1MwOfRqCALxvx9keUhGCdV","back number","黄色","Universal Music LLC",21,28,10,"785278"
34,"spotify:track:7zUgvDcQgn1TPEQHOsQo6y","YOASOBI","もう少しだけ","YOASOBI",8,36,30,"756283"
35,"spotify:track:4X34YVOtNvldHeEt6aLYDW","Vaundy","花占い","株式会社SDR",18,31,22,"751859"
36,"spotify:track:15HNdxGKNCIO9pgaY4n7FU","Official HIGE DANdism","Pretender","ポニーキャニオン",1,32,137,"734404"
37,"spotify:track:278JqkBGkjDovOYAwE8TW7","Official HIGE DANdism","115万キロのフィルム","LASTRUM",6,38,135,"729735"
38,"spotify:track:5Ym4egUmT9wHEvZM2anGG8","Vaundy","napori","株式会社SDR",18,35,54,"728213"
