rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2sf18cEv463VgqmdjDsFpw","Yuuri","ベテルギウス","Sony Music Labels Inc.",1,1,7,"1584538"
2,"spotify:track:7dH0dpi751EoguDDg3xx6J","Yuuri","ドライフラワー","Sony Music Labels Inc.",1,2,60,"1513102"
3,"spotify:track:7v8wKvNQQIxkugCFFjrkaO","Aimer","残響散歌","Sony Music Labels Inc.",3,4,3,"1476193"
4,"spotify:track:2PFzK3kMDDYKhGnugvNYf1","Macaroni Empitsu","なんでもないよ、","Toy's Factory",3,5,7,"1394932"
5,"spotify:track:7ncPjJBktLEOpstY5JOUMK","King Gnu","一途","Sony Music Labels Inc.",5,6,2,"1351485"
6,"spotify:track:5m1i6hq7dmRlp3c1utE48L","back number","水平線","Universal Music LLC",1,7,19,"1309806"
7,"spotify:track:1mWdTewIgB3gtBM3TOSFhB","BTS","Butter","BIGHIT MUSIC",1,3,31,"1296684"
8,"spotify:track:5QDLhrAOJJdNAmCTJ8xMyW","BTS","Dynamite","BIGHIT MUSIC",1,8,70,"1197746"
9,"spotify:track:3mRNkUTu4ItqQ6GXy7L7KF","Hikaru Utada","君に夢中","Sony Music Labels Inc.",5,11,4,"1145738"
10,"spotify:track:6MCjmGYlw6mQVWRFVgBRvB","YOASOBI","夜に駆ける","YOASOBI",1,10,93,"1124176"
11,"spotify:track:6wDntdm888mDo458RaYjGl","Official HIGE DANdism","Cry Baby","IRORI Records",4,12,33,"1120969"
12,"spotify:track:6cvKfEw8rDcmXBslqSEC9G","Aimyon","ハート","WM Japan",12,18,9,"1087651"
13,"spotify:track:3XYRV7ZSHqIRDG87DKTtry","BTS","Permission to Dance","BIGHIT MUSIC",1,9,24,"1080599"
14,"spotify:track:6VwpOZpqx8IqoF201VGAp8","Yuuri","シャッター","Sony Music Labels Inc.",11,17,24,"1077049"
15,"spotify:track:1zd35Y44Blc1CwwVbW3Qnk","YOASOBI","群青","YOASOBI",6,13,69,"1074602"
16,"spotify:track:0XZyF9lv6diMt4bxThOL0h","Awesome City Club","勿忘","cutting edge",4,16,47,"1067892"
17,"spotify:track:3ciqhcLmXP4hVGBD98QlEj","Fujii Kaze","きらり","Universal Music LLC",4,15,34,"1062783"
18,"spotify:track:4xk70Qur2QeRmWIzWPC63V","Vaundy","踊り子","SDR Inc.",10,19,5,"1051558"
19,"spotify:track:6uhIF5J5Txaie0is2nXdxU","YOASOBI","怪物","YOASOBI",4,14,50,"1040911"
20,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",7,20,24,"995703"
21,"spotify:track:1Vqs0lXeJafYZz2sxnfB3V","Saucy Dog","シンデレラボーイ","A-Sketch",19,21,11,"959849"
22,"spotify:track:2IL2asrtx7XM1y8fu2RMnR","Da-iCE","CITRUS","avex trax",15,23,52,"942136"
